bedrooms,bathrooms,sqft_living,floors,price
4,1.5,1550,1.0,433000
4,3.5,4080,2.0,920000
3,2.25,1710,2.0,482000
3,2.5,2375,2.0,712000
4,2.75,2200,1.0,505000
3,1.75,1110,1.0,452000
4,1.0,1630,1.5,581000
4,1.5,2550,2.0,952500
4,2.25,2500,2.0,808000
4,3.0,2890,1.0,476000
4,1.75,1420,1.5,535000
3,2.5,2390,2.0,629800
4,2.5,2530,2.0,417838
4,2.5,2701,2.0,399895
4,2.75,3990,2.0,825000
4,2.5,2303,2.0,300000
2,2.25,1540,3.0,640000
3,2.5,1450,2.0,460000
2,2.5,1160,2.0,525000
4,2.75,2910,2.0,499990
5,2.25,2900,1.0,675000
3,1.75,1540,1.0,512031
2,1.0,700,1.0,310000
4,2.0,2430,1.0,255000
3,2.5,1900,2.0,435000
3,2.0,1660,1.0,453000
4,2.0,1620,2.0,260000
4,2.0,2090,1.0,659000
3,2.0,1110,1.0,223000
5,3.25,3760,2.0,851000
3,2.25,2080,1.0,605000
4,2.25,1950,1.0,895000
5,2.25,2570,1.0,519000
3,1.75,2330,1.0,535000
3,3.0,3700,2.0,489000
3,2.25,1920,1.0,250000
3,2.25,1900,1.5,580000
4,2.25,2940,1.0,605000
4,3.5,2500,2.0,599950
3,2.5,2490,2.0,700000
3,2.0,1470,1.0,480000
4,2.5,2120,2.0,329950
3,1.75,1200,1.0,250000
5,2.5,2450,2.0,345000
4,2.5,1780,2.0,175000
5,1.0,1590,1.5,185000
4,2.0,2370,2.0,411000
3,1.5,1760,2.0,690000
4,3.0,1940,1.0,265000
4,3.0,3550,1.5,720000
4,2.5,2050,2.0,256000
4,2.25,1680,2.0,255000
3,2.25,1320,2.0,540000
3,2.25,1550,2.0,481015
3,1.75,2680,1.0,575000
3,2.5,2390,1.0,339950
4,2.5,2040,2.0,475000
3,3.75,2670,2.5,732000
4,1.75,1880,1.5,860000
4,1.75,2400,1.5,389000
3,1.75,2270,1.0,645000
4,2.5,1850,2.0,475000
4,2.75,2160,1.0,550000
2,1.0,2160,1.0,305000
2,1.5,1570,1.5,782000
3,2.0,1340,1.5,545000
4,2.5,3002,2.0,394500
5,2.0,2190,1.0,600000
2,1.0,1010,1.0,300000
4,2.5,2105,2.0,330000
4,2.25,2430,1.5,723000
5,2.5,2160,2.0,480000
2,1.0,900,1.0,496000
3,3.0,1820,3.0,625000
4,2.0,2100,1.0,475000
3,2.25,1520,2.0,275250
2,1.0,1310,1.0,253000
4,2.5,2190,1.0,630000
5,2.5,2950,1.5,660500
5,1.0,1870,1.0,262000
3,2.5,1840,1.0,552000
2,1.0,1500,1.0,736000
3,1.75,1730,1.5,355000
3,1.0,1580,1.0,305000
4,2.5,1540,2.0,484998
2,1.5,830,2.0,334500
4,2.75,2620,2.0,475000
3,2.5,2242,2.0,309780
4,2.5,2890,2.0,795000
3,2.25,1450,2.0,274500
2,1.5,800,2.0,265050
3,2.5,2280,2.0,567500
3,4.5,3850,2.0,915000
5,2.5,2270,2.0,285000
3,2.5,2250,2.0,445838
4,1.75,2600,1.0,304900
4,2.0,2490,2.0,940000
4,4.25,4930,2.0,835000
3,1.0,1440,1.0,290000
3,1.75,1770,1.0,250000
4,2.5,2300,2.0,342000
4,2.25,2230,1.0,400000
3,1.75,1830,1.0,312500
3,1.0,1740,1.0,267000
3,1.75,1530,1.0,575000
3,1.5,1520,1.0,810000
3,2.5,3230,2.0,850000
3,1.75,1570,1.0,240000
4,1.75,2080,1.0,198000
4,2.5,2230,1.0,565000
8,2.75,2790,1.0,340000
4,2.5,3150,2.0,815000
5,3.0,2190,2.0,588000
4,2.5,1890,2.0,280500
4,2.0,1900,1.0,390000
2,1.5,1930,2.0,509000
3,2.5,3316,2.0,490600
3,1.5,1380,1.0,650000
3,4.0,2080,3.0,715000
3,1.0,1240,1.5,529950
3,1.0,1020,1.0,265000
3,2.0,2300,1.0,610000
4,2.5,2020,2.0,554729
5,1.75,1840,1.0,395000
3,1.0,1390,1.5,341000
4,2.25,2060,1.0,264500
4,2.75,2640,1.5,395000
3,2.25,1980,1.0,640000
3,1.5,1810,1.0,430000
4,2.5,1700,1.0,410000
4,1.0,1200,1.5,220000
2,2.75,1350,2.0,405500
4,2.5,2360,1.0,633000
2,1.0,1190,1.0,295950
4,2.5,2800,1.0,605000
2,1.5,920,2.0,255000
3,1.75,1530,2.0,474000
2,1.0,860,1.0,370000
3,2.5,1520,2.0,288000
2,0.75,660,1.0,100000
5,2.25,3000,2.0,600000
5,3.25,2740,1.0,515000
4,2.5,2040,2.0,345000
6,2.75,2520,2.0,975000
3,2.0,2470,2.0,850000
3,2.5,1930,2.0,439990
3,2.5,2950,2.0,554950
3,2.5,2610,2.0,605000
3,1.75,1630,3.0,609000
3,1.5,1400,3.0,425000
2,1.75,1410,1.5,399900
4,3.0,2590,2.0,519995
3,1.5,1300,1.0,625000
3,2.5,2320,2.0,600000
4,3.0,3130,1.5,671000
3,1.75,1470,1.0,459500
3,2.5,1540,3.0,499000
3,1.75,1480,1.0,395000
5,2.75,3595,2.0,861990
2,1.0,1190,1.0,382500
4,2.25,2340,1.0,404950
3,1.75,1320,1.0,530000
2,1.0,1190,1.0,195000
4,2.25,2350,2.0,747500
3,1.0,1100,1.0,199990
4,1.0,1660,1.5,548800
4,3.0,3040,1.5,870000
3,2.0,1860,2.0,588000
4,3.25,4100,2.0,775000
6,3.0,4050,2.0,670000
2,2.0,1240,2.0,445000
4,3.0,2200,1.0,300000
3,2.25,1680,1.0,480000
3,1.0,930,1.5,300000
3,1.5,1800,2.0,360000
6,3.5,3000,1.0,527000
3,1.5,1820,1.0,875000
4,2.25,1995,2.0,266000
4,3.25,3990,2.0,866000
2,1.5,800,1.0,335950
3,1.0,960,1.0,215000
4,2.5,2286,2.0,481000
3,1.75,2220,1.0,320000
3,1.75,1940,1.5,295000
3,1.5,1640,2.0,295000
3,1.0,1120,1.0,320000
4,2.0,2600,1.0,780000
3,2.0,1490,2.0,437500
5,1.75,1650,1.5,443000
4,2.5,2400,2.0,575000
2,1.0,1500,1.0,245000
3,2.5,1990,2.0,450000
2,1.5,1130,2.0,536000
3,3.25,2030,2.0,685000
4,1.75,1590,2.0,373000
3,1.75,1480,1.0,450000
4,2.5,2690,2.0,645000
3,1.0,1390,1.0,230000
3,2.75,1830,2.0,593000
2,2.0,1580,1.0,558000
3,2.25,2590,2.0,538250
5,2.5,2510,1.0,475000
3,1.5,1180,1.0,209950
3,2.25,1450,2.0,410000
5,2.5,2860,2.0,670000
3,2.75,2760,1.0,821000
5,2.0,2800,1.0,665000
3,2.5,1450,2.0,339000
4,2.0,2530,1.5,631500
3,2.0,1640,1.0,570000
3,1.75,2220,1.0,437000
3,2.5,2040,2.0,542500
3,1.0,1230,1.0,229500
2,1.0,1060,1.0,170500
3,2.5,1920,2.0,391500
3,2.5,1520,2.0,296475
3,2.5,3540,2.0,888550
3,2.0,2250,1.5,328000
4,2.5,2090,2.0,300000
3,2.5,1720,2.0,500000
3,2.5,1910,2.0,494815
3,2.5,1601,3.0,378000
2,2.25,1060,2.0,505000
4,2.75,2330,2.0,680000
3,2.5,2370,2.0,351999
3,2.5,1420,3.0,510000
2,1.5,1260,2.0,374000
3,2.5,3030,2.0,509900
3,1.75,1140,2.0,230000
5,2.5,2820,1.0,527700
2,2.0,1270,3.0,438000
3,2.5,3180,2.0,900000
4,2.25,2570,2.0,439000
2,1.0,1080,1.0,315000
4,4.0,3010,2.0,765000
3,2.25,2120,1.0,332000
3,2.25,1900,1.5,600000
3,2.5,2860,2.0,378500
3,1.0,910,1.0,190000
4,2.5,2850,2.0,645000
2,2.5,2560,2.0,780000
3,1.75,1570,2.0,370000
4,3.5,3110,2.0,875000
3,1.0,1340,1.0,479000
4,2.25,2600,1.0,245000
3,1.75,1070,1.0,542000
3,2.25,1820,2.0,557500
2,1.0,1060,1.0,480000
3,2.25,2220,1.0,330000
3,1.0,1350,1.5,160000
5,2.75,2510,1.0,695500
5,2.5,2340,1.0,235500
3,1.0,1060,1.0,326500
4,2.5,2200,2.0,300000
3,1.0,1400,1.5,267000
3,1.5,1520,1.0,292600
5,3.0,1810,2.0,362000
2,1.75,1210,2.0,357562
3,2.5,3420,1.0,789900
3,2.5,1810,2.0,513000
3,2.25,2760,1.0,336000
4,2.25,1950,1.0,560000
4,2.25,2060,1.0,410000
3,1.0,1650,1.0,371500
4,1.75,2100,1.0,368000
4,3.0,3720,1.0,650000
4,2.5,1920,2.0,308950
3,2.0,1860,2.0,440000
2,2.5,2290,2.0,630000
3,1.75,1200,1.0,228950
4,3.5,5270,2.0,782000
3,2.5,1600,2.0,245000
4,2.5,2560,2.0,410000
2,1.0,880,1.0,427550
2,1.0,1020,1.0,235000
3,2.0,960,1.0,210000
4,2.25,1900,1.0,485000
3,2.0,1320,1.5,410000
4,2.75,2230,1.0,435000
3,1.0,1150,1.0,300000
4,3.5,3440,2.0,455000
3,1.0,1070,1.0,210000
4,2.5,1910,1.0,458400
3,1.75,1180,1.0,390000
3,1.0,1400,1.0,148226
4,3.0,3580,2.5,711600
3,2.75,3176,2.0,819000
2,2.0,1170,1.5,613000
2,2.0,1570,1.0,592350
3,1.5,1460,1.0,232000
3,1.75,1140,1.0,250000
1,2.0,1150,1.0,115000
4,2.5,2630,2.0,585000
3,2.25,1940,1.0,580000
1,1.0,850,1.0,165000
3,2.0,1550,1.0,430000
3,2.25,2090,1.0,383000
3,1.0,1320,1.5,201500
4,2.5,3220,2.0,690000
2,1.0,800,1.0,325000
3,1.75,1660,1.0,375000
4,2.5,2250,2.0,600000
3,2.25,2120,1.0,340000
4,2.75,2310,3.0,890000
4,1.75,1920,2.0,415000
3,1.75,1550,1.0,255000
2,2.5,1785,2.0,530000
3,1.5,1830,1.0,468000
5,2.75,3500,2.0,970000
3,2.0,2560,1.0,599000
4,1.75,1360,1.5,399500
2,1.0,810,1.0,325000
4,1.75,2790,1.0,568000
2,1.5,1920,1.0,517000
4,2.75,2530,2.0,469950
3,1.75,2050,1.0,623000
4,2.25,2410,2.0,720000
3,1.0,1180,1.0,205000
2,1.0,630,1.0,148000
3,2.5,3480,1.0,950000
3,1.5,1010,1.5,405000
3,2.25,1910,2.0,293000
3,3.5,2490,2.0,550000
4,2.5,2150,2.0,435000
4,2.75,3000,2.0,355000
3,2.75,2830,2.0,673000
4,2.5,2680,2.0,449990
2,1.5,1090,2.0,249000
4,2.5,1984,1.0,380000
4,2.75,3090,2.0,760005
4,2.5,2610,2.0,674600
4,3.5,3370,2.0,812000
4,2.5,2250,2.0,333490
3,3.25,1450,2.0,320000
4,2.5,3130,2.0,999000
2,2.75,2700,1.0,810000
5,2.75,1970,1.0,399950
3,2.0,1970,2.0,550000
3,1.5,1950,1.0,290000
3,1.5,1940,1.0,232500
3,2.5,2500,2.0,565000
4,2.75,2910,1.0,749950
4,2.5,3350,2.0,720500
3,1.75,2140,1.0,507000
5,4.5,4030,2.0,989000
4,2.5,1980,2.0,463000
3,1.5,1460,1.0,310000
4,1.75,1880,1.0,284000
3,1.75,2320,2.0,737500
3,3.25,2220,1.5,569000
3,1.0,1410,2.0,700000
3,1.0,1240,1.0,660000
4,2.0,2030,2.0,275000
6,3.75,4000,2.0,570000
3,0.75,490,1.5,150000
3,2.5,1590,2.0,356000
3,2.5,2630,2.0,610000
2,1.75,1350,1.0,498800
3,1.0,990,1.0,226550
4,2.75,3710,2.0,692500
3,1.0,990,1.0,250000
4,2.5,2510,2.0,660000
2,1.0,800,1.0,295000
4,1.0,1600,1.0,154950
5,3.25,3320,2.0,409124
5,1.5,1730,1.0,287000
4,1.75,2000,1.0,810000
4,2.75,2910,1.0,525000
4,1.75,1710,1.0,525000
3,1.0,1200,1.0,275000
3,2.5,2600,2.0,583000
2,1.75,1460,1.0,237950
4,2.75,2100,1.5,679000
3,1.75,1660,1.0,410000
3,1.0,1450,1.0,306000
4,1.5,1860,1.5,215000
4,2.5,2720,2.0,594950
3,1.5,1800,1.0,305000
2,1.0,1320,1.0,425000
3,1.75,1770,1.0,215000
5,2.75,2550,1.0,480000
4,1.75,2150,1.0,550000
4,2.5,3020,2.0,750000
3,1.0,960,1.0,137124
3,2.0,2783,2.0,840000
3,2.0,2250,1.0,624800
3,1.75,1710,1.0,630000
3,2.5,2650,1.0,590000
3,3.25,1830,3.0,599950
3,2.5,1460,2.0,299880
3,2.0,1760,1.0,400000
3,2.5,1960,2.0,560000
4,2.25,2010,1.0,229000
4,2.5,3670,2.0,525000
2,2.25,2290,1.0,737000
3,2.0,1780,1.0,680000
4,2.5,3080,2.0,635000
4,2.5,3360,2.0,740000
3,1.0,1370,2.0,335500
4,2.5,1660,1.0,270000
5,2.5,2850,1.0,450000
3,2.5,1530,2.0,379000
4,2.5,2100,1.0,468000
1,1.0,730,1.0,321500
3,2.25,1920,2.0,443000
3,1.0,1600,1.0,340000
4,2.25,2380,2.0,470000
3,2.5,2760,2.0,545000
4,1.5,1840,1.5,415000
7,2.5,2580,1.0,599000
4,1.75,2100,1.0,759000
4,1.75,1820,1.0,300000
3,1.5,1550,1.0,359000
4,1.0,1440,1.5,550000
2,1.0,930,1.0,395000
4,2.5,3560,2.0,486000
2,1.0,840,1.0,187000
4,3.25,4280,2.0,734950
3,1.5,1500,1.0,284000
4,3.5,3650,2.0,696000
2,1.0,780,1.0,380000
4,1.0,1600,1.5,625000
4,1.75,1120,1.0,252000
2,1.0,1010,1.0,560000
4,2.75,1970,1.0,395000
4,2.5,2230,2.0,900000
3,1.75,3160,1.0,625000
3,1.75,1850,1.0,580000
3,2.25,1980,1.0,309000
4,3.5,3360,2.0,412000
3,2.0,2660,1.0,495000
3,1.0,1200,1.0,215000
2,2.5,2150,1.0,741500
3,2.75,2820,2.0,749000
4,2.75,3510,2.0,659950
3,2.5,1790,2.0,530000
4,2.75,2700,2.0,749000
4,3.25,3730,2.0,595000
4,2.5,2540,2.0,487000
4,2.25,3300,3.0,760000
4,2.5,2550,2.0,435000
3,2.25,1390,3.0,374950
3,1.5,1270,3.0,440000
4,2.5,2380,2.0,360000
4,2.5,3360,2.0,879000
2,1.0,1240,1.0,505000
2,2.0,2930,1.0,545000
2,2.5,2410,1.0,600000
6,2.75,2980,1.5,775000
2,1.75,1950,1.0,725000
4,2.75,2600,1.0,610000
4,1.0,1170,1.5,350000
3,1.0,1470,1.0,410000
4,2.0,1840,1.0,639000
4,2.0,1560,1.0,439000
4,1.75,1520,1.0,499950
3,2.75,2220,2.0,800000
4,2.5,2800,2.0,350000
2,1.0,670,1.0,279000
3,2.25,1720,2.0,290256
3,2.5,2110,2.0,355000
3,1.75,1580,1.0,263000
6,2.5,2640,2.0,880000
4,2.5,2700,2.0,426500
3,2.5,2820,2.0,735000
4,2.5,3340,2.0,720000
3,2.5,1530,2.0,265000
4,3.5,3840,2.0,840000
3,2.0,2320,1.0,657500
5,2.0,2310,1.5,850000
3,2.5,1770,3.0,436110
2,3.0,3160,2.0,589900
3,1.5,1620,1.0,620000
4,2.0,1510,1.0,254000
3,1.75,960,1.0,375000
4,2.25,1740,1.0,455000
4,2.0,1470,1.0,445000
4,2.5,2460,2.0,568500
3,1.75,1170,1.0,352500
2,1.75,1210,1.0,342500
3,2.5,1870,2.0,299950
3,2.5,1950,2.0,425000
4,2.5,2570,2.0,561000
3,2.0,1460,1.0,455500
3,2.5,2970,1.0,400000
4,2.5,2040,2.0,443500
4,2.75,3150,1.0,370000
3,2.25,1820,1.0,475000
4,2.5,2130,1.0,580000
3,1.5,1430,1.0,518000
3,2.5,2030,2.0,525000
4,2.75,2000,2.0,236000
4,2.25,1940,2.0,278500
2,1.75,880,1.0,205425
3,1.0,950,1.0,248000
3,2.25,1670,2.0,505000
3,2.5,2670,2.0,657500
3,2.5,2700,2.0,670000
1,1.0,590,1.0,202000
4,2.25,2160,1.0,440000
4,2.5,2700,2.0,690000
6,2.25,3206,2.0,375000
3,1.75,1560,1.0,291000
3,1.75,1400,1.0,230000
4,3.25,3090,2.0,850000
4,2.0,2630,2.0,84350
4,2.75,3260,1.0,188000
2,1.0,780,1.0,7800
4,2.5,2200,2.0,237227
3,1.0,1340,1.0,117833
4,2.5,2800,1.0,744312
3,3.5,3020,2.0,439333
3,2.25,1970,1.0,280000
3,2.0,1570,1.0,176225
3,2.5,2280,2.0,500324
3,2.5,1600,2.0,444845
3,3.0,1680,3.0,330000
3,1.75,1890,1.0,292285
2,1.0,520,1.0,160000
3,2.25,1780,2.0,274333
4,3.0,2920,1.0,537500
3,2.25,2430,1.0,232333
3,2.75,3010,2.0,237333
3,1.0,1620,1.5,346750
3,1.5,1770,1.0,254000
3,1.0,1830,1.0,238750
4,2.5,2380,2.0,268971
4,2.5,2550,1.0,642000
3,2.5,3720,2.0,571986
3,2.5,1490,3.0,554250
4,1.5,1590,1.0,107500
3,2.0,1510,1.0,300000
3,2.0,1640,1.0,540833
4,2.5,1840,2.0,274750
3,1.0,1040,1.0,148612
3,1.0,1250,1.0,326428
4,1.0,1530,1.5,135333
4,2.5,2110,2.0,577437
3,1.75,2150,1.0,440825
5,3.75,5340,2.5,195000
4,1.75,2420,1.0,257500
4,3.25,5010,2.0,692000
2,1.0,910,1.0,176400
3,1.5,2200,1.5,193000
4,2.5,3430,2.0,646212
4,2.5,1860,1.0,268971
3,1.75,1280,1.0,317061
3,2.0,1490,1.0,83300
4,1.0,1310,1.5,266066
4,2.5,1980,2.0,342246
4,2.25,1720,1.0,240015
3,2.0,1370,1.0,83300
4,3.0,4060,1.0,316850
4,2.5,1960,2.0,259585
4,2.5,1720,1.0,328211
4,2.5,2740,2.0,673476
3,2.5,1870,2.0,425000
2,1.0,720,1.0,127160
3,2.25,2180,2.0,341750
3,1.5,1430,1.0,178650
2,1.0,780,1.0,87500
3,1.0,1180,1.5,282508
3,2.0,1300,1.0,450385
4,3.0,4260,2.0,435000
2,1.75,2050,1.0,532500
3,1.75,2930,1.0,408900
2,1.0,1500,1.5,156766
5,3.5,5960,2.0,452500
2,1.0,810,1.0,308830
4,2.75,2320,2.0,484991
2,1.0,1090,1.0,287919
2,1.0,1000,1.0,247875
3,2.5,2260,2.0,309487
4,1.0,1290,1.5,173666
3,2.0,2120,1.0,237481
3,2.25,1490,2.0,326983
4,2.5,2310,2.0,790000
3,2.5,1840,1.0,678333
5,2.75,2910,1.0,542804
4,2.75,3270,2.0,723243
5,2.75,3040,2.0,667781
3,1.0,1200,1.0,108333
4,2.25,2290,2.0,535000
4,2.0,2580,1.0,596165
3,1.75,1590,1.5,269187
3,1.0,1040,2.0,148612
5,2.75,2670,2.0,341166
4,1.0,1540,1.5,132500
4,2.75,3370,2.0,557125
3,1.75,1730,1.0,228944
3,2.5,1640,2.0,592105
4,2.25,2980,1.5,535000
3,2.0,1330,1.0,420642
4,2.25,2192,2.0,132250
4,2.5,2068,2.0,237227
3,1.75,1980,1.0,440825
2,1.0,890,1.0,423050
3,2.5,3080,2.0,315368
4,2.25,2070,2.0,417985
4,2.75,3010,2.0,723243
4,2.0,2030,1.0,259950
3,2.75,2340,1.0,237333
3,2.5,2340,2.0,426090
2,1.0,1470,1.0,458663
4,2.5,3700,1.0,812650
4,1.0,1200,1.5,135333
3,1.75,1590,1.5,387884
5,3.5,3690,2.0,437500
3,2.5,2480,2.0,641633
4,2.5,2683,2.0,681965
2,1.0,1100,1.0,229629
3,2.5,2210,1.0,210614
4,3.25,2420,1.5,790000
3,3.5,1240,2.0,435500
3,2.5,2300,1.5,738190
3,1.75,1760,1.0,497333
3,2.0,2020,1.0,300000
2,1.0,760,1.5,163785
4,1.75,1580,1.0,351250
3,2.5,2670,2.0,645325
3,1.0,1140,1.0,171224
3,2.75,2750,1.0,540000
3,2.0,1570,2.0,233166
3,1.75,1160,1.0,329333
3,2.25,2110,1.0,225279
3,2.5,1270,2.0,331366
4,2.5,3250,2.0,460886
2,1.0,940,1.0,337945
3,1.0,1130,1.0,243069
4,2.5,3210,2.0,690408
3,2.5,2650,2.0,592105
3,1.75,1150,1.0,220083
3,3.0,3910,2.0,280000
4,2.5,3490,2.0,297857
5,3.0,3330,2.0,950833
4,1.0,1940,1.5,323833
3,2.5,1800,2.0,309000
3,1.75,1880,1.0,248400
4,2.25,2870,1.5,994500
5,2.5,3390,1.0,288500
2,1.0,880,1.0,379509
2,1.0,2550,1.0,180785
4,2.5,3160,2.0,950100
5,2.75,3831,2.0,542500
2,1.75,1240,1.5,362750
4,2.75,2520,2.0,234975
4,2.25,2420,2.0,672500
4,1.75,1250,1.0,391400
3,1.0,1410,1.0,198995
3,1.0,990,1.0,278900
3,1.0,1000,1.0,171758
3,1.75,2000,1.0,325187
2,1.0,1120,1.0,190368
5,3.25,3370,2.0,375000
3,2.75,2210,2.0,216000
3,2.5,1150,3.0,360500
4,2.5,2150,2.0,677099
4,2.75,4230,2.0,405125
3,1.75,1570,1.0,289987
3,2.5,1630,1.0,264270
4,2.5,2770,2.0,602761
3,1.0,1750,1.0,251555
3,1.5,1090,1.0,214750
2,1.0,930,1.0,258125
4,2.5,2540,2.0,677099
1,1.0,690,1.0,167500
4,3.0,2370,1.5,471500
2,1.0,840,1.0,464600
4,2.25,1830,2.0,132250
3,2.25,1370,3.0,433111
5,2.75,2520,1.0,542500
4,2.5,2590,2.0,368112
4,2.5,1820,2.0,673476
3,2.5,1530,1.5,558653
2,1.0,1050,1.5,168333
4,2.5,1954,2.0,268971
2,1.75,1530,1.0,318000
4,2.0,1660,1.5,550607
3,1.75,1490,2.0,584000
3,3.0,2470,2.0,245000
2,1.0,870,1.0,287919
4,2.25,2110,2.0,672500
2,1.75,1990,1.0,454790
3,1.0,1560,1.0,282508
3,1.5,1740,1.5,473200
2,1.0,1290,1.0,406062
4,2.0,1700,1.0,282766
3,1.75,1880,1.0,486445
3,1.0,1890,1.5,486895
3,2.25,1620,3.0,430277
2,1.0,770,1.0,229629
3,1.0,1040,1.0,182805
4,2.5,2620,2.0,380680
3,1.75,1880,1.0,396166
4,2.5,2530,2.0,252980
3,2.5,2538,2.0,289373
3,2.5,1610,2.0,210614
3,1.75,1510,1.0,308166
3,2.5,1460,2.0,534333
3,2.5,3010,2.0,416904
4,2.0,2090,1.0,203400
3,2.5,1490,2.0,220600
